iso3,date,species,flua,fluCases
"""KHM""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",1
"""BTN""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",1
"""BEL""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",1
"""BRB""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",13
"""BHR""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",40
"""AUT""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",3
"""ARM""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2015-11-09""","""Homo sapiens""","""Influenza A virus""",1
"""UGA""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""TUR""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""TTO""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",5
"""TGO""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""SWE""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",8
"""SGP""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""QAT""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",246
"""PRT""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""PHL""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""PAN""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""OMN""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",13
"""USA""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",22
"""NOR""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",17
"""NIC""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",8
"""NLD""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""MEX""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""JOR""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",3
"""JPN""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",3
"""ISR""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""IRL""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""IDN""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",6
"""IND""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",11
"""DEU""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""EST""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""EGY""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",3
"""ECU""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""DOM""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",2
"""CUB""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",16
"""CHN""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",4
"""CHL""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",3
"""CAN""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",5
"""BRB""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",14
"""BHR""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",85
"""AUS""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2015-11-02""","""Homo sapiens""","""Influenza A virus""",3
"""UGA""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",5
"""TTO""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""TGO""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",3
"""SWE""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",2
"""LKA""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",21
"""SVN""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""SEN""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",179
"""PRT""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""OMN""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",8
"""USA""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",10
"""NOR""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",8
"""NIC""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",5
"""NLD""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",2
"""LVA""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""JPN""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",2
"""ISR""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""IDN""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",21
"""IND""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",16
"""DEU""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""FJI""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""EGY""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""DOM""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",3
"""CZE""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",24
"""CRI""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",3
"""COL""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",7
"""CHL""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",3
"""CMR""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",3
"""KHM""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""BRB""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",10
"""BHR""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",117
"""AUS""","""2015-10-26""","""Homo sapiens""","""Influenza A virus""",1
"""UGA""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",2
"""TTO""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""TGO""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""SWE""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",5
"""ZAF""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""SGP""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""ROU""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",123
"""OMN""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",25
"""USA""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",5
"""NOR""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",3
"""NIC""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""MAR""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""MDV""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",8
"""JPN""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",13
"""IDN""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",19
"""IND""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",21
"""EGY""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",2
"""DOM""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",22
"""CRI""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",10
"""CHL""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",7
"""CMR""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""BTN""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",1
"""BRB""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",8
"""BHR""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",94
"""AUS""","""2015-10-19""","""Homo sapiens""","""Influenza A virus""",4
"""ZMB""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""UGA""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""TUR""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""TTO""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""TGO""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""SWE""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",4
"""SGP""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""ROU""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",64
"""PRT""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""POL""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""PHL""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""OMN""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",16
"""NPL""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",8
"""IDN""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",10
"""IND""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",34
"""FRA""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",3
"""USA""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""EGY""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",16
"""COL""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""CHL""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",13
"""CAN""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",4
"""CMR""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""BEL""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",1
"""BRB""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""BGD""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",2
"""BHR""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",56
"""AUS""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",5
"""ARG""","""2015-10-12""","""Homo sapiens""","""Influenza A virus""",3
"""TUR""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",4
"""TGO""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""THA""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""SWE""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",25
"""PHL""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""OMN""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",18
"""NLD""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""USA""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",11
"""NPL""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""MDV""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",20
"""JOR""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",2
"""ISR""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""IDN""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",10
"""IND""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",63
"""DEU""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""FRA""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",2
"""EGY""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",10
"""DOM""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",4
"""CUB""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",32
"""CHN""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",7
"""CHL""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",18
"""CAN""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",7
"""CMR""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",3
"""BRA""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""BTN""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",4
"""BRB""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",5
"""BGD""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",10
"""AUS""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",5
"""ARG""","""2015-10-05""","""Homo sapiens""","""Influenza A virus""",4
"""TUR""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",4
"""TUN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""SGP""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",22
"""PRT""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""PER""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""OMN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",11
"""USA""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",4
"""NOR""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""NZL""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",3
"""NPL""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""MDV""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",3
"""MDG""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",18
"""JOR""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""JPN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",2
"""IRL""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""IDN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",10
"""IND""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",48
"""ISL""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""GHA""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",2
"""EGY""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",3
"""DOM""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",4
"""CUB""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",26
"""CRI""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",3
"""CHL""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",52
"""CAN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",6
"""CMR""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",2
"""KHM""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""BTN""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",3
"""BGD""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",11
"""AUS""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",5
"""ARG""","""2015-09-28""","""Homo sapiens""","""Influenza A virus""",9
"""ZMB""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",2
"""TTO""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""SWE""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""LKA""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",9
"""PHL""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""NOR""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""USA""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""NPL""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",7
"""MDG""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",2
"""JOR""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""JPN""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",2
"""IDN""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",9
"""IND""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",60
"""DOM""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",6
"""CUB""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",52
"""CHN""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",2
"""CHL""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",52
"""CMR""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",4
"""BRA""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",2
"""BTN""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",2
"""BGD""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",4
"""AUS""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",10
"""ARG""","""2015-09-21""","""Homo sapiens""","""Influenza A virus""",9
"""THA""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""SGP""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",14
"""PHL""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""PRY""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""USA""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",2
"""NOR""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",2
"""NZL""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",2
"""NPL""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",12
"""MDG""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",2
"""JPN""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",6
"""IDN""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",10
"""IND""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",49
"""FJI""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",34
"""CRI""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""COL""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",3
"""CHL""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",79
"""KHM""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",2
"""BRB""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""BGD""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",12
"""ARG""","""2015-09-14""","""Homo sapiens""","""Influenza A virus""",18
"""UGA""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",6
"""THA""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",12
"""OMN""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",6
"""NZL""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""NPL""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",10
"""MDV""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""JPN""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""IDN""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",5
"""IND""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",53
"""FJI""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""EGY""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""ECU""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""DOM""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""DNK""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",18
"""COL""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""CHL""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",86
"""KHM""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""BTN""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""BGD""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",2
"""AUS""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",6
"""ARG""","""2015-09-07""","""Homo sapiens""","""Influenza A virus""",18
"""TGO""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",2
"""THA""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""SWE""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""ZAF""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",2
"""QAT""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",2
"""PRY""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""OMN""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""NPL""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",12
"""MOZ""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",2
"""MDG""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",4
"""JPN""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",5
"""IDN""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",7
"""IND""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",60
"""GHA""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",3
"""DEU""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""USA""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""EGY""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""DOM""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""DNK""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",20
"""COL""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",3
"""CHL""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",90
"""CAN""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""BRA""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",1
"""BGD""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",5
"""AUS""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",7
"""ARG""","""2015-08-31""","""Homo sapiens""","""Influenza A virus""",9
"""ZMB""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",2
"""UGA""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",2
"""THA""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""SWE""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""LKA""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""ZAF""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",4
"""PER""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""PRY""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",2
"""NOR""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",2
"""NZL""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",3
"""NPL""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",4
"""MOZ""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",8
"""JOR""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""JPN""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",3
"""IDN""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",7
"""IND""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",55
"""DNK""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",30
"""COL""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",7
"""CHL""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",109
"""BGD""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",9
"""AUS""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",8
"""ARG""","""2015-08-24""","""Homo sapiens""","""Influenza A virus""",18
"""ZMB""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",3
"""UGA""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",5
"""LKA""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""ZAF""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""SEN""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",2
"""PHL""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""PER""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""PRY""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",2
"""OMN""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""USA""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",2
"""NOR""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""NZL""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""NPL""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",16
"""IDN""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",6
"""IND""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",34
"""EGY""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""CUB""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",50
"""COL""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""CHN""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",2
"""CHL""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",102
"""CAN""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",1
"""CMR""","""2015-08-17""","""Homo sapiens""","""Influenza A virus""",2
