yearMonth,country,species,monthlyCases
"""2008-3""","""EG""","""Homo sapiens""",22
"""2008-3""","""TR""","""Aves""",22
"""2008-3""","""PK""","""Homo sapiens""",20
"""2008-3""","""AU""","""Homo sapiens""",20
"""2008-3""","""PT""","""Homo sapiens""",18
"""2008-3""","""PL""","""Homo sapiens""",18
"""2008-3""","""MG""","""Homo sapiens""",12
"""2008-3""","""DO""","""Homo sapiens""",12
"""2008-3""","""BD""","""Homo sapiens""",12
"""2008-3""","""BY""","""Homo sapiens""",12
"""2008-3""","""LK""","""Homo sapiens""",8
"""2008-3""","""BG""","""Homo sapiens""",6
"""2008-3""","""AR""","""Homo sapiens""",4
"""2008-3""","""CM""","""Homo sapiens""",4
"""2008-3""","""CR""","""Homo sapiens""",2
"""2008-3""","""GH""","""Homo sapiens""",2
"""2008-4""","""KR""","""Aves""",15686
"""2008-4""","""CA""","""Homo sapiens""",13844
"""2008-4""","""BD""","""Aves""",4978
"""2008-4""","""CN""","""Homo sapiens""",2637
"""2008-4""","""KR""","""Aves""",2380
"""2008-4""","""VN""","""Aves""",2221
"""2008-4""","""SG""","""Homo sapiens""",1278
"""2008-4""","""CL""","""Homo sapiens""",868
"""2008-4""","""SE""","""Homo sapiens""",585
"""2008-4""","""KE""","""Homo sapiens""",495
"""2008-4""","""JP""","""Homo sapiens""",444
"""2008-4""","""US""","""Homo sapiens""",277
"""2008-4""","""NO""","""Homo sapiens""",272
"""2008-4""","""TH""","""Homo sapiens""",150
"""2008-4""","""IN""","""Aves""",148
"""2008-4""","""BR""","""Homo sapiens""",141
"""2008-4""","""PE""","""Homo sapiens""",88
"""2008-4""","""JP""","""Equidae""",88
"""2008-4""","""FR""","""Homo sapiens""",87
"""2008-4""","""MY""","""Homo sapiens""",66
"""2008-4""","""IS""","""Homo sapiens""",50
"""2008-4""","""LK""","""Homo sapiens""",48
"""2008-4""","""PH""","""Homo sapiens""",47
"""2008-4""","""ZA""","""Homo sapiens""",38
"""2008-4""","""KG""","""Homo sapiens""",38
"""2008-4""","""ZW""","""Homo sapiens""",29
"""2008-4""","""IN""","""Homo sapiens""",27
"""2008-4""","""BE""","""Homo sapiens""",24
"""2008-4""","""IT""","""Homo sapiens""",18
"""2008-4""","""PA""","""Homo sapiens""",14
"""2008-4""","""MX""","""Homo sapiens""",14
"""2008-4""","""GH""","""Homo sapiens""",14
"""2008-4""","""GF""","""Homo sapiens""",12
"""2008-4""","""AR""","""Homo sapiens""",12
"""2008-4""","""UA""","""Homo sapiens""",12
"""2008-4""","""MG""","""Homo sapiens""",12
"""2008-4""","""LU""","""Homo sapiens""",9
"""2008-4""","""PK""","""Homo sapiens""",6
"""2008-4""","""LV""","""Homo sapiens""",6
"""2008-4""","""KZ""","""Homo sapiens""",6
"""2008-4""","""EG""","""Homo sapiens""",6
"""2008-4""","""HN""","""Homo sapiens""",4
"""2008-4""","""CO""","""Homo sapiens""",4
"""2008-4""","""BD""","""Homo sapiens""",4
"""2008-4""","""JM""","""Homo sapiens""",2
"""2008-4""","""UY""","""Homo sapiens""",2
"""2008-4""","""CR""","""Homo sapiens""",2
"""2008-5""","""KR""","""Aves""",7551
"""2008-5""","""VN""","""Aves""",3690
"""2008-5""","""BD""","""Aves""",3642
"""2008-5""","""SG""","""Homo sapiens""",2532
"""2008-5""","""CN""","""Homo sapiens""",1476
"""2008-5""","""CA""","""Homo sapiens""",1306
"""2008-5""","""CL""","""Homo sapiens""",1164
"""2008-5""","""IN""","""Aves""",421
"""2008-5""","""KE""","""Homo sapiens""",405
"""2008-5""","""BR""","""Homo sapiens""",180
"""2008-5""","""JP""","""Homo sapiens""",168
"""2008-5""","""ZA""","""Homo sapiens""",105
"""2008-5""","""EG""","""Aves""",100
"""2008-5""","""US""","""Homo sapiens""",90
"""2008-5""","""NO""","""Homo sapiens""",89
"""2008-5""","""SE""","""Homo sapiens""",78
"""2008-5""","""AU""","""Homo sapiens""",76
"""2008-5""","""AR""","""Homo sapiens""",46
"""2008-5""","""GH""","""Homo sapiens""",46
"""2008-5""","""NZ""","""Homo sapiens""",38
"""2008-5""","""LK""","""Homo sapiens""",36
"""2008-5""","""PE""","""Homo sapiens""",32
"""2008-5""","""IN""","""Homo sapiens""",30
"""2008-5""","""TH""","""Homo sapiens""",27
"""2008-5""","""MY""","""Homo sapiens""",24
"""2008-5""","""IT""","""Homo sapiens""",23
"""2008-5""","""PA""","""Homo sapiens""",20
"""2008-5""","""JP""","""Equidae""",12
"""2008-5""","""UY""","""Homo sapiens""",10
"""2008-5""","""GF""","""Homo sapiens""",9
"""2008-5""","""DO""","""Homo sapiens""",8
"""2008-5""","""PY""","""Homo sapiens""",8
"""2008-5""","""IS""","""Homo sapiens""",6
"""2008-5""","""CR""","""Homo sapiens""",2
"""2008-5""","""UG""","""Homo sapiens""",2
"""2008-5""","""CM""","""Homo sapiens""",2
"""2008-5""","""MX""","""Homo sapiens""",2
"""2008-5""","""HN""","""Homo sapiens""",2
"""2008-5""","""PH""","""Homo sapiens""",1
"""2008-5""","""JM""","""Homo sapiens""",1
"""2008-5""","""CO""","""Homo sapiens""",1
"""2008-6""","""IN""","""Equidae""",5424
"""2008-6""","""PK""","""Aves""",4000
"""2008-6""","""CN""","""Aves""",3873
"""2008-6""","""CN""","""Homo sapiens""",1908
"""2008-6""","""VN""","""Aves""",1625
"""2008-6""","""ZA""","""Homo sapiens""",1398
"""2008-6""","""SG""","""Homo sapiens""",1161
"""2008-6""","""AR""","""Homo sapiens""",994
"""2008-6""","""IT""","""Homo sapiens""",497
"""2008-6""","""TH""","""Homo sapiens""",486
"""2008-6""","""BR""","""Homo sapiens""",408
"""2008-6""","""PH""","""Homo sapiens""",352
"""2008-6""","""CL""","""Homo sapiens""",312
"""2008-6""","""NZ""","""Homo sapiens""",294
"""2008-6""","""PA""","""Homo sapiens""",260
"""2008-6""","""KE""","""Homo sapiens""",252
"""2008-6""","""MY""","""Homo sapiens""",204
"""2008-6""","""JP""","""Equidae""",189
"""2008-6""","""CA""","""Homo sapiens""",122
"""2008-6""","""AU""","""Homo sapiens""",94
"""2008-6""","""UY""","""Homo sapiens""",76
"""2008-6""","""PE""","""Homo sapiens""",72
"""2008-6""","""JP""","""Homo sapiens""",56
"""2008-6""","""GH""","""Homo sapiens""",40
"""2008-6""","""SV""","""Homo sapiens""",36
"""2008-6""","""CR""","""Homo sapiens""",32
"""2008-6""","""PY""","""Homo sapiens""",20
"""2008-6""","""IN""","""Homo sapiens""",15
"""2008-6""","""KH""","""Homo sapiens""",12
"""2008-6""","""SN""","""Homo sapiens""",12
"""2008-6""","""MG""","""Homo sapiens""",12
"""2008-6""","""OM""","""Homo sapiens""",12
"""2008-6""","""LK""","""Homo sapiens""",8
"""2008-6""","""CO""","""Homo sapiens""",6
"""2008-6""","""HN""","""Homo sapiens""",4
"""2008-6""","""UG""","""Homo sapiens""",4
"""2008-6""","""GF""","""Homo sapiens""",3
"""2008-6""","""NG""","""Aves""",1
"""2008-7""","""IN""","""Equidae""",12543
"""2008-7""","""CN""","""Homo sapiens""",6831
"""2008-7""","""NG""","""Aves""",1546
"""2008-7""","""VN""","""Aves""",1310
"""2008-7""","""AR""","""Homo sapiens""",1224
"""2008-7""","""ZA""","""Homo sapiens""",1212
"""2008-7""","""PH""","""Homo sapiens""",914
"""2008-7""","""SG""","""Homo sapiens""",732
"""2008-7""","""IT""","""Homo sapiens""",612
"""2008-7""","""KE""","""Homo sapiens""",573
"""2008-7""","""TH""","""Homo sapiens""",420
"""2008-7""","""NZ""","""Homo sapiens""",412
"""2008-7""","""BR""","""Homo sapiens""",396
"""2008-7""","""AU""","""Homo sapiens""",206
"""2008-7""","""EG""","""Equidae""",119
"""2008-7""","""CL""","""Homo sapiens""",110
"""2008-7""","""UY""","""Homo sapiens""",96
"""2008-7""","""MY""","""Homo sapiens""",87
"""2008-7""","""PE""","""Homo sapiens""",44
"""2008-7""","""JP""","""Homo sapiens""",36
"""2008-7""","""IN""","""Homo sapiens""",27
"""2008-7""","""PA""","""Homo sapiens""",26
"""2008-7""","""SN""","""Homo sapiens""",24
"""2008-7""","""KH""","""Homo sapiens""",18
"""2008-7""","""PK""","""Homo sapiens""",12
"""2008-7""","""SV""","""Homo sapiens""",10
"""2008-7""","""OM""","""Homo sapiens""",8
"""2008-7""","""CA""","""Homo sapiens""",8
"""2008-7""","""GH""","""Homo sapiens""",6
"""2008-7""","""DO""","""Homo sapiens""",6
"""2008-7""","""MG""","""Homo sapiens""",6
"""2008-7""","""CO""","""Homo sapiens""",5
"""2008-7""","""CR""","""Homo sapiens""",4
"""2008-7""","""MX""","""Homo sapiens""",4
"""2008-7""","""CM""","""Homo sapiens""",4
"""2008-7""","""PY""","""Homo sapiens""",4
"""2008-7""","""PL""","""Homo sapiens""",3
"""2008-7""","""HN""","""Homo sapiens""",2
"""2008-7""","""JM""","""Homo sapiens""",1
"""2008-7""","""US""","""Homo sapiens""",1
"""2008-7""","""JP""","""Equidae""",1
"""2008-8""","""CN""","""Homo sapiens""",8316
"""2008-8""","""VN""","""Aves""",2310
"""2008-8""","""AU""","""Homo sapiens""",1156
"""2008-8""","""KE""","""Homo sapiens""",1092
"""2008-8""","""PH""","""Homo sapiens""",861
"""2008-8""","""NZ""","""Homo sapiens""",708
"""2008-8""","""EG""","""Equidae""",565
"""2008-8""","""TH""","""Homo sapiens""",495
"""2008-8""","""SG""","""Homo sapiens""",423
"""2008-8""","""LA""","""Aves""",247
"""2008-8""","""AR""","""Homo sapiens""",210
"""2008-8""","""ZA""","""Homo sapiens""",186
"""2008-8""","""IT""","""Homo sapiens""",105
"""2008-8""","""SN""","""Homo sapiens""",104
"""2008-8""","""MY""","""Homo sapiens""",90
"""2008-8""","""NC""","""Homo sapiens""",72
"""2008-8""","""KH""","""Homo sapiens""",54
"""2008-8""","""PE""","""Homo sapiens""",38
"""2008-8""","""BR""","""Homo sapiens""",36
"""2008-8""","""UY""","""Homo sapiens""",26
"""2008-8""","""PK""","""Homo sapiens""",26
"""2008-8""","""CA""","""Homo sapiens""",20
"""2008-8""","""CM""","""Homo sapiens""",12
"""2008-8""","""JP""","""Homo sapiens""",10
"""2008-8""","""CL""","""Homo sapiens""",10
"""2008-8""","""PA""","""Homo sapiens""",6
"""2008-8""","""OM""","""Homo sapiens""",6
"""2008-8""","""PL""","""Homo sapiens""",3
"""2008-8""","""MG""","""Homo sapiens""",3
"""2008-8""","""NL""","""Homo sapiens""",2
"""2008-8""","""MX""","""Homo sapiens""",2
"""2008-8""","""GH""","""Homo sapiens""",2
"""2008-8""","""CR""","""Homo sapiens""",2
"""2008-8""","""DO""","""Homo sapiens""",2
"""2008-8""","""US""","""Homo sapiens""",1
"""2008-9""","""TG""","""Aves""",4231
"""2008-9""","""CN""","""Homo sapiens""",3258
"""2008-9""","""KE""","""Homo sapiens""",2241
"""2008-9""","""AU""","""Homo sapiens""",1352
"""2008-9""","""PH""","""Homo sapiens""",1069
"""2008-9""","""SG""","""Homo sapiens""",798
"""2008-9""","""VN""","""Aves""",764
"""2008-9""","""BD""","""Aves""",760
"""2008-9""","""NZ""","""Homo sapiens""",752
"""2008-9""","""TH""","""Homo sapiens""",624
"""2008-9""","""KH""","""Homo sapiens""",240
"""2008-9""","""BR""","""Homo sapiens""",150
"""2008-9""","""AR""","""Homo sapiens""",126
"""2008-9""","""NC""","""Homo sapiens""",104
"""2008-9""","""SN""","""Homo sapiens""",78
"""2008-9""","""IT""","""Homo sapiens""",63
"""2008-9""","""IN""","""Equidae""",49
"""2008-9""","""MG""","""Homo sapiens""",36
"""2008-9""","""SE""","""Homo sapiens""",24
"""2008-9""","""PE""","""Homo sapiens""",24
"""2008-9""","""LA""","""Aves""",23
"""2008-9""","""MY""","""Homo sapiens""",21
"""2008-9""","""CM""","""Homo sapiens""",16
"""2008-9""","""JP""","""Homo sapiens""",16
"""2008-9""","""ZA""","""Homo sapiens""",15
"""2008-9""","""CA""","""Homo sapiens""",12
"""2008-9""","""MX""","""Homo sapiens""",10
"""2008-9""","""PA""","""Homo sapiens""",8
"""2008-9""","""CL""","""Homo sapiens""",8
"""2008-9""","""PK""","""Homo sapiens""",6
"""2008-9""","""OM""","""Homo sapiens""",6
"""2008-9""","""IL""","""Homo sapiens""",6
"""2008-9""","""GH""","""Homo sapiens""",4
"""2008-9""","""PL""","""Homo sapiens""",3
"""2008-9""","""NL""","""Homo sapiens""",2
"""2008-9""","""US""","""Homo sapiens""",2
"""2008-9""","""DO""","""Homo sapiens""",2
"""2008-9""","""JM""","""Homo sapiens""",1
"""2009-1""","""FR""","""Homo sapiens""",11604
"""2009-1""","""JP""","""Homo sapiens""",11472
"""2009-1""","""CN""","""Homo sapiens""",9987
"""2009-1""","""SE""","""Homo sapiens""",6744
"""2009-1""","""CA""","""Homo sapiens""",4780
"""2009-1""","""ZA""","""Homo sapiens""",4773
"""2009-1""","""ZW""","""Homo sapiens""",3868
"""2009-1""","""DE""","""Homo sapiens""",3756
"""2009-1""","""IT""","""Homo sapiens""",3735
"""2009-1""","""US""","""Homo sapiens""",2403
"""2009-1""","""BE""","""Homo sapiens""",2382
"""2009-1""","""NL""","""Homo sapiens""",2170
"""2009-1""","""CH""","""Homo sapiens""",1860
"""2009-1""","""DK""","""Homo sapiens""",1810
"""2009-1""","""ES""","""Homo sapiens""",1726
"""2009-1""","""NO""","""Homo sapiens""",1257
"""2009-1""","""BD""","""Homo sapiens""",1245
"""2009-1""","""SI""","""Homo sapiens""",1090
"""2009-1""","""LA""","""Aves""",730
"""2009-1""","""IL""","""Homo sapiens""",693
"""2009-1""","""FI""","""Homo sapiens""",616
"""2009-1""","""PH""","""Homo sapiens""",610
"""2009-1""","""LV""","""Homo sapiens""",597
"""2009-1""","""PT""","""Homo sapiens""",558
"""2009-1""","""MX""","""Homo sapiens""",516
"""2009-1""","""GR""","""Homo sapiens""",441
"""2009-1""","""IN""","""Aves""",436
"""2009-1""","""EE""","""Homo sapiens""",412
"""2009-1""","""VN""","""Aves""",347
"""2009-1""","""PL""","""Homo sapiens""",315
"""2009-1""","""BD""","""Aves""",293
"""2009-1""","""TH""","""Homo sapiens""",258
"""2009-1""","""MN""","""Homo sapiens""",225
"""2009-1""","""LU""","""Homo sapiens""",219
"""2009-1""","""RO""","""Homo sapiens""",213
"""2009-1""","""HR""","""Homo sapiens""",189
"""2009-1""","""BY""","""Homo sapiens""",164
"""2009-1""","""KZ""","""Homo sapiens""",162
"""2009-1""","""KE""","""Homo sapiens""",141
"""2009-1""","""SG""","""Homo sapiens""",135
"""2009-1""","""EG""","""Homo sapiens""",122
"""2009-1""","""CZ""","""Homo sapiens""",114
"""2009-1""","""PK""","""Homo sapiens""",112
"""2009-1""","""TN""","""Homo sapiens""",108
"""2009-1""","""MA""","""Homo sapiens""",96
"""2009-1""","""MQ""","""Homo sapiens""",78
"""2009-1""","""GF""","""Homo sapiens""",66
"""2009-1""","""MG""","""Homo sapiens""",48
"""2009-1""","""EC""","""Homo sapiens""",48
"""2009-1""","""MY""","""Homo sapiens""",45
"""2009-1""","""RS""","""Homo sapiens""",42
"""2009-1""","""PE""","""Homo sapiens""",42
"""2009-1""","""TR""","""Homo sapiens""",34
"""2009-1""","""NP""","""Aves""",14
"""2009-1""","""AU""","""Homo sapiens""",10
"""2009-1""","""OM""","""Homo sapiens""",8
"""2009-1""","""UA""","""Homo sapiens""",6
"""2009-1""","""GP""","""Homo sapiens""",6
"""2009-1""","""CL""","""Homo sapiens""",6
"""2009-1""","""BR""","""Homo sapiens""",6
"""2009-1""","""PA""","""Homo sapiens""",4
"""2009-1""","""HK""","""Aves""",3
"""2009-1""","""SN""","""Homo sapiens""",2
"""2009-10""","""CN""","""Homo sapiens""",97497
"""2009-10""","""MX""","""Homo sapiens""",74998
"""2009-10""","""CA""","""Homo sapiens""",67394
"""2009-10""","""DK""","""Neogale vison""",51987
"""2009-10""","""PH""","""Homo sapiens""",37595
"""2009-10""","""MX""","""Homo sapiens""",33616
"""2009-10""","""CN""","""Homo sapiens""",32499
"""2009-10""","""CA""","""Homo sapiens""",28828
"""2009-10""","""PH""","""Homo sapiens""",16896
"""2009-10""","""FR""","""Homo sapiens""",16125
"""2009-10""","""JP""","""Homo sapiens""",10162
"""2009-10""","""FR""","""Homo sapiens""",8523
"""2009-10""","""ES""","""Homo sapiens""",8010
"""2009-10""","""US""","""Homo sapiens""",5967
"""2009-10""","""ZA""","""Homo sapiens""",5486
"""2009-10""","""SE""","""Homo sapiens""",5430
"""2009-10""","""ZW""","""Homo sapiens""",5375
"""2009-10""","""JP""","""Homo sapiens""",5310
"""2009-10""","""KE""","""Homo sapiens""",5025
"""2009-10""","""ES""","""Homo sapiens""",4952
"""2009-10""","""SE""","""Homo sapiens""",4743
"""2009-10""","""US""","""Homo sapiens""",4512
"""2009-10""","""IT""","""Homo sapiens""",4480
"""2009-10""","""IT""","""Homo sapiens""",4480
"""2009-10""","""EG""","""Homo sapiens""",3778
"""2009-10""","""NO""","""Homo sapiens""",3532
"""2009-10""","""IN""","""Homo sapiens""",3444
"""2009-10""","""IQ""","""Homo sapiens""",3384
"""2009-10""","""IE""","""Homo sapiens""",3314
"""2009-10""","""NO""","""Homo sapiens""",3282
"""2009-10""","""ZA""","""Homo sapiens""",3201
"""2009-10""","""TR""","""Homo sapiens""",2912
"""2009-10""","""ZW""","""Homo sapiens""",2841
"""2009-10""","""IL""","""Homo sapiens""",2706
"""2009-10""","""BE""","""Homo sapiens""",2652
"""2009-10""","""BE""","""Homo sapiens""",2652
"""2009-10""","""MN""","""Homo sapiens""",2391
"""2009-10""","""IL""","""Homo sapiens""",2274
"""2009-10""","""CU""","""Homo sapiens""",2079
"""2009-10""","""KE""","""Homo sapiens""",1848
"""2009-10""","""IN""","""Homo sapiens""",1722
"""2009-10""","""IQ""","""Homo sapiens""",1556
"""2009-10""","""BD""","""Homo sapiens""",1482
"""2009-10""","""BD""","""Homo sapiens""",1482
"""2009-10""","""EG""","""Homo sapiens""",1366
"""2009-10""","""CU""","""Homo sapiens""",1365
"""2009-10""","""LU""","""Homo sapiens""",1242
"""2009-10""","""MG""","""Homo sapiens""",1167
"""2009-10""","""IE""","""Homo sapiens""",1150
"""2009-10""","""NL""","""Homo sapiens""",976
"""2009-10""","""NL""","""Homo sapiens""",976
"""2009-10""","""TH""","""Homo sapiens""",765
"""2009-10""","""KH""","""Homo sapiens""",687
"""2009-10""","""KH""","""Homo sapiens""",687
"""2009-10""","""GR""","""Homo sapiens""",684
"""2009-10""","""DK""","""Homo sapiens""",660
"""2009-10""","""BG""","""Homo sapiens""",639
"""2009-10""","""CO""","""Homo sapiens""",507
"""2009-10""","""CO""","""Homo sapiens""",493
"""2009-10""","""AF""","""Homo sapiens""",489
"""2009-10""","""AF""","""Homo sapiens""",486
"""2009-10""","""BR""","""Homo sapiens""",471
"""2009-10""","""RO""","""Homo sapiens""",465
"""2009-10""","""SN""","""Homo sapiens""",462
"""2009-10""","""MA""","""Homo sapiens""",434
"""2009-10""","""LK""","""Homo sapiens""",404
"""2009-10""","""LK""","""Homo sapiens""",404
"""2009-10""","""MY""","""Homo sapiens""",402
"""2009-10""","""TH""","""Homo sapiens""",345
"""2009-10""","""UG""","""Homo sapiens""",332
"""2009-10""","""UG""","""Homo sapiens""",324
"""2009-10""","""GP""","""Homo sapiens""",304
"""2009-10""","""HR""","""Homo sapiens""",297
"""2009-10""","""DE""","""Homo sapiens""",256
"""2009-10""","""GP""","""Homo sapiens""",250
"""2009-10""","""CZ""","""Homo sapiens""",246
"""2009-10""","""CZ""","""Homo sapiens""",246
"""2009-10""","""NO""","""Sus scrofa""",245
"""2009-10""","""DK""","""Homo sapiens""",222
"""2009-10""","""FI""","""Homo sapiens""",208
"""2009-10""","""HU""","""Homo sapiens""",174
"""2009-10""","""HU""","""Homo sapiens""",174
"""2009-10""","""TN""","""Homo sapiens""",165
"""2009-10""","""TW""","""Sus scrofa""",160
"""2009-10""","""TN""","""Homo sapiens""",159
"""2009-10""","""GT""","""Homo sapiens""",136
"""2009-10""","""FI""","""Homo sapiens""",132
"""2009-10""","""CH""","""Homo sapiens""",129
"""2009-10""","""GF""","""Homo sapiens""",123
"""2009-10""","""GR""","""Homo sapiens""",117
"""2009-10""","""GF""","""Homo sapiens""",105
"""2009-10""","""MY""","""Homo sapiens""",105
"""2009-10""","""GT""","""Homo sapiens""",104
"""2009-10""","""SI""","""Homo sapiens""",94
"""2009-10""","""DZ""","""Homo sapiens""",94
"""2009-10""","""SK""","""Homo sapiens""",93
"""2009-10""","""RS""","""Homo sapiens""",84
"""2009-10""","""MT""","""Homo sapiens""",84
"""2009-10""","""MT""","""Homo sapiens""",84
"""2009-10""","""SV""","""Homo sapiens""",76
"""2009-10""","""HN""","""Homo sapiens""",70
"""2009-10""","""PL""","""Homo sapiens""",69
"""2009-10""","""AR""","""Homo sapiens""",68
"""2009-10""","""DZ""","""Homo sapiens""",68
"""2009-10""","""AR""","""Homo sapiens""",68
"""2009-10""","""JM""","""Homo sapiens""",58
"""2009-10""","""AU""","""Homo sapiens""",56
"""2009-10""","""PL""","""Homo sapiens""",54
"""2009-10""","""JM""","""Homo sapiens""",51
"""2009-10""","""PK""","""Homo sapiens""",50
"""2009-10""","""EE""","""Homo sapiens""",48
"""2009-10""","""EE""","""Homo sapiens""",46
"""2009-10""","""HN""","""Homo sapiens""",42
"""2009-10""","""SV""","""Homo sapiens""",34
"""2009-10""","""PY""","""Homo sapiens""",32
"""2009-10""","""PY""","""Homo sapiens""",32
"""2009-10""","""PE""","""Aves""",31
"""2009-10""","""PK""","""Homo sapiens""",30
"""2009-10""","""SD""","""Homo sapiens""",27
"""2009-10""","""GE""","""Homo sapiens""",24
"""2009-10""","""DE""","""Homo sapiens""",22
"""2009-10""","""LV""","""Homo sapiens""",21
"""2009-10""","""UA""","""Homo sapiens""",20
"""2009-10""","""AU""","""Homo sapiens""",12
"""2009-10""","""UA""","""Homo sapiens""",12
"""2009-10""","""IT""","""Aves""",11
"""2009-10""","""IS""","""Sus scrofa""",10
"""2009-10""","""JP""","""Sus scrofa""",10
"""2009-10""","""CL""","""Homo sapiens""",10
"""2009-10""","""LT""","""Homo sapiens""",8
"""2009-10""","""SG""","""Homo sapiens""",6
"""2009-10""","""GH""","""Homo sapiens""",6
"""2009-10""","""NE""","""Homo sapiens""",4
"""2009-10""","""CN""","""Sus scrofa""",4
"""2009-10""","""GH""","""Homo sapiens""",4
"""2009-10""","""SG""","""Homo sapiens""",3
"""2009-10""","""KG""","""Homo sapiens""",2
"""2009-10""","""NZ""","""Homo sapiens""",2
"""2009-10""","""KG""","""Homo sapiens""",2
"""2009-11""","""CN""","""Homo sapiens""",193293
"""2009-11""","""CA""","""Homo sapiens""",124212
"""2009-11""","""FR""","""Homo sapiens""",88326
"""2009-11""","""CN""","""Homo sapiens""",64431
"""2009-11""","""CA""","""Homo sapiens""",46122
"""2009-11""","""FR""","""Homo sapiens""",44163
"""2009-11""","""ZA""","""Homo sapiens""",29469
"""2009-11""","""ZW""","""Homo sapiens""",29442
"""2009-11""","""SE""","""Homo sapiens""",26964
"""2009-11""","""SE""","""Homo sapiens""",24210
"""2009-11""","""IT""","""Homo sapiens""",19342
"""2009-11""","""MX""","""Homo sapiens""",18260
"""2009-11""","""IT""","""Homo sapiens""",17077
"""2009-11""","""ZA""","""Homo sapiens""",15801
"""2009-11""","""JP""","""Homo sapiens""",14764
"""2009-11""","""ZW""","""Homo sapiens""",14721
"""2009-11""","""ES""","""Homo sapiens""",14444
"""2009-11""","""MX""","""Homo sapiens""",12544
"""2009-11""","""GR""","""Homo sapiens""",11973
"""2009-11""","""ES""","""Homo sapiens""",10116
"""2009-11""","""IL""","""Homo sapiens""",9456
"""2009-11""","""TR""","""Homo sapiens""",9282
"""2009-11""","""PH""","""Homo sapiens""",9170
"""2009-11""","""US""","""Homo sapiens""",9138
"""2009-11""","""US""","""Homo sapiens""",8807
"""2009-11""","""RO""","""Homo sapiens""",7806
"""2009-11""","""BD""","""Homo sapiens""",6437
"""2009-11""","""PH""","""Homo sapiens""",6432
"""2009-11""","""IL""","""Homo sapiens""",6339
"""2009-11""","""EG""","""Homo sapiens""",5716
"""2009-11""","""BD""","""Homo sapiens""",5680
"""2009-11""","""NO""","""Homo sapiens""",5594
"""2009-11""","""NO""","""Homo sapiens""",5594
"""2009-11""","""EG""","""Homo sapiens""",4706
"""2009-11""","""PT""","""Homo sapiens""",3591
"""2009-11""","""PT""","""Homo sapiens""",3591
"""2009-11""","""PL""","""Homo sapiens""",3459
"""2009-11""","""PL""","""Homo sapiens""",3459
"""2009-11""","""IQ""","""Homo sapiens""",3228
"""2009-11""","""KE""","""Homo sapiens""",3204
"""2009-11""","""TR""","""Homo sapiens""",3100
"""2009-11""","""HR""","""Homo sapiens""",3045
"""2009-11""","""HU""","""Homo sapiens""",2967
"""2009-11""","""HU""","""Homo sapiens""",2967
"""2009-11""","""LV""","""Homo sapiens""",2910
"""2009-11""","""SI""","""Homo sapiens""",2850
"""2009-11""","""SI""","""Homo sapiens""",2760
"""2009-11""","""CH""","""Homo sapiens""",2175
"""2009-11""","""TN""","""Homo sapiens""",2157
"""2009-11""","""GR""","""Homo sapiens""",2148
"""2009-11""","""DK""","""Homo sapiens""",2124
"""2009-11""","""UA""","""Homo sapiens""",1956
"""2009-11""","""UA""","""Homo sapiens""",1956
"""2009-11""","""IE""","""Homo sapiens""",1944
"""2009-11""","""CZ""","""Homo sapiens""",1884
"""2009-11""","""CZ""","""Homo sapiens""",1884
"""2009-11""","""MA""","""Homo sapiens""",1740
"""2009-11""","""DE""","""Homo sapiens""",1632
"""2009-11""","""IN""","""Homo sapiens""",1518
"""2009-11""","""BE""","""Homo sapiens""",1464
"""2009-11""","""BE""","""Homo sapiens""",1464
"""2009-11""","""BG""","""Homo sapiens""",1428
"""2009-11""","""MN""","""Homo sapiens""",1377
"""2009-11""","""KE""","""Homo sapiens""",1365
"""2009-11""","""SK""","""Homo sapiens""",1320
"""2009-11""","""NL""","""Homo sapiens""",1310
"""2009-11""","""NL""","""Homo sapiens""",1310
"""2009-11""","""MG""","""Homo sapiens""",1269
"""2009-11""","""EE""","""Homo sapiens""",1156
"""2009-11""","""LU""","""Homo sapiens""",1080
"""2009-11""","""LV""","""Homo sapiens""",1050
"""2009-11""","""EE""","""Homo sapiens""",988
"""2009-11""","""LT""","""Homo sapiens""",942
"""2009-11""","""LT""","""Homo sapiens""",942
"""2009-11""","""FI""","""Sus scrofa""",800
"""2009-11""","""RS""","""Homo sapiens""",720
"""2009-11""","""IN""","""Homo sapiens""",705
"""2009-11""","""VN""","""Aves""",635
"""2009-11""","""GE""","""Homo sapiens""",543
"""2009-11""","""CU""","""Homo sapiens""",525
"""2009-11""","""DZ""","""Homo sapiens""",502
"""2009-11""","""KH""","""Homo sapiens""",477
"""2009-11""","""KH""","""Homo sapiens""",477
"""2009-11""","""KG""","""Homo sapiens""",458
"""2009-11""","""FI""","""Homo sapiens""",426
"""2009-11""","""KG""","""Homo sapiens""",424
"""2009-11""","""CU""","""Homo sapiens""",399
"""2009-11""","""IT""","""Sus scrofa""",375
"""2009-11""","""BR""","""Homo sapiens""",363
"""2009-11""","""CO""","""Homo sapiens""",326
"""2009-11""","""LK""","""Homo sapiens""",316
"""2009-11""","""DZ""","""Homo sapiens""",306
"""2009-11""","""CO""","""Homo sapiens""",298
"""2009-11""","""AF""","""Homo sapiens""",279
"""2009-11""","""SK""","""Homo sapiens""",246
"""2009-11""","""GT""","""Homo sapiens""",216
"""2009-11""","""BG""","""Homo sapiens""",213
"""2009-11""","""GH""","""Homo sapiens""",210
"""2009-11""","""AF""","""Homo sapiens""",189
