carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.167,12,NA,All,,NA,Yes,12,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.5,10,NA,Adult,,NA,Yes,10,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpes virus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.071,14,Male,Juvenile,,NA,Yes,14,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpes virus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.184,38,Male,Adult,,NA,Yes,38,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.143,7,NA,Juvenile,,NA,Yes,7,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.294,17,NA,All,,NA,Yes,17,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.083,12,NA,All,,NA,Yes,12,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.333,6,NA,All,,NA,Yes,6,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,1,2,NA,Juvenile,,NA,Yes,2,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus- 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Thalwitzer et al. 2010,East-central Namibia,28.31,-15.41,WN,Animals,NA,0.03,62,All,All,,NA,Yes,62,Serology
